"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.instructions","Input.image","Input.source","Input.target","Input.sureAlignments","Input.possAlignments","Input.sourceHighlights","Input.targetHighlights","Input.answerSureAlignments","Input.answerPossAlignments","Input.answerSourceHighlights","Input.answerTargetHighlights","Answer.activeTime","Answer.endTime","Answer.endTimeInitialGuess","Answer.possAlignments","Answer.possAlignmentsInitialGuess","Answer.sourceHighlights","Answer.sourceHighlightsInitialGuess","Answer.startTime","Answer.submit","Answer.sureAlignments","Answer.sureAlignmentsInitialGuess","Answer.targetHighlights","Answer.targetHighlightsInitialGuess","Approve","Reject"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","31LVTDXBL8VI8ENB1H0FD8HE581LRY","A1SRF7085UM3HI","Approved","Sun Jun 26 11:37:26 PDT 2016","Sun Jun 26 11:40:38 PDT 2016","Tue Jul 26 11:40:38 PDT 2016","Tue Jun 28 15:40:26 PDT 2016","","","192","100% (19/19)","100% (19/19)","100% (19/19)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","176924","1466966420988","1466966387680","{}","{}","unchanged","{}","1466966244064","Submit","0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10","0-7 1-9 2-9 4-0 5-1 6-2 7-3 8-4 10-10","unchanged","{}"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","31N2WW6R9SB4PKSD4GWL0X9E3AZF38","A17JNO43TQ6DZT","Submitted","Tue Jun 28 10:35:03 PDT 2016","Tue Jun 28 10:38:43 PDT 2016","Thu Jul 28 10:38:43 PDT 2016","","","","220","100% (1/1)","100% (1/1)","100% (1/1)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","208205","1467135547596","1467135520034","{}","{}","{}","{}","1467135339391","Submit","0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10","0-7 1-5 1-6 1-9 2-5 2-6 2-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 8-7 9-3 9-4 9-8 10-10","{}","{}"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","31QTRG6Q2UYHW0EV74LG2LJVDM3PYM","AFQKLIYNCVZTL","Approved","Wed Jun 22 12:49:29 PDT 2016","Wed Jun 22 12:52:49 PDT 2016","Fri Jul 22 12:52:49 PDT 2016","Tue Jun 28 15:40:30 PDT 2016","","","200","100% (6/6)","100% (6/6)","100% (6/6)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","178307","1466625146875","1466625146875","{}","{}","unchanged","{}","1466624968568","Submit","0-0 0-1 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9 0-10 1-0 1-1 1-2 1-3 1-4 1-5 1-6 1-7 1-8 1-9 1-10 2-0 2-1 2-2 2-3 2-4 2-5 2-6 2-7 2-8 2-9 2-10 3-0 3-1 3-2 3-3 3-4 3-5 3-6 3-7 3-8 3-9 3-10 4-0 4-1 4-2 4-3 4-4 4-5 4-6 4-7 4-8 4-9 4-10 5-0 5-1 5-2 5-3 5-4 5-5 5-6 5-7 5-8 5-9 5-10 6-0 6-1 6-2 6-3 6-4 6-5 6-6 6-7 6-8 6-9 6-10 7-0 7-1 7-2 7-3 7-4 7-5 7-6 7-7 7-8 7-9 7-10 8-0 8-1 8-2 8-3 8-4 8-5 8-6 8-7 8-8 8-9 8-10 9-0 9-1 9-2 9-3 9-4 9-5 9-6 9-7 9-8 9-9 9-10 10-0 10-1 10-2 10-3 10-4 10-5 10-6 10-7 10-8 10-9 10-10","0-0 0-1 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9 0-10 1-0 1-1 1-2 1-3 1-4 1-5 1-6 1-7 1-8 1-9 1-10 2-0 2-1 2-2 2-3 2-4 2-5 2-6 2-7 2-8 2-9 2-10 3-0 3-1 3-2 3-3 3-4 3-5 3-6 3-7 3-8 3-9 3-10 4-0 4-1 4-2 4-3 4-4 4-5 4-6 4-7 4-8 4-9 4-10 5-0 5-1 5-2 5-3 5-4 5-5 5-6 5-7 5-8 5-9 5-10 6-0 6-1 6-2 6-3 6-4 6-5 6-6 6-7 6-8 6-9 6-10 7-0 7-1 7-2 7-3 7-4 7-5 7-6 7-7 7-8 7-9 7-10 8-0 8-1 8-2 8-3 8-4 8-5 8-6 8-7 8-8 8-9 8-10 9-0 9-1 9-2 9-3 9-4 9-5 9-6 9-7 9-8 9-9 9-10 10-0 10-1 10-2 10-3 10-4 10-5 10-6 10-7 10-8 10-9 10-10","unchanged","{}"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","31UV0MXWNRXRDQH7J7QZIRKQXWWI52","A1B7HJPGMX4TU3","Approved","Tue Jun 28 06:56:20 PDT 2016","Tue Jun 28 07:05:42 PDT 2016","Thu Jul 28 07:05:42 PDT 2016","Tue Jun 28 15:40:27 PDT 2016","","","562","100% (6/6)","100% (6/6)","100% (6/6)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","541142","1467122723137","1467122669009","{}","{}","unchanged","{}","1467122181995","Submit","0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10","0-7 1-8 2-6 3-5 4-0 5-1 6-2 7-4 8-3 9-9","unchanged","{}"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","32VNZTT0A8PMA6GQVP1YRRF3JKY4RC","A2HNL20X0Q9BP0","Approved","Sat Jun 25 12:53:44 PDT 2016","Sat Jun 25 12:57:10 PDT 2016","Mon Jul 25 12:57:10 PDT 2016","Tue Jun 28 15:40:27 PDT 2016","","","206","100% (19/19)","100% (19/19)","100% (19/19)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","183837","1466884607147","1466884534251","{}","{}","{}","9","1466884423310","Submit","0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10","0-7 0-8 0-9 1-7 1-8 1-9 2-7 2-8 2-9 3-7 3-8 3-9 4-0 4-1 4-2 4-3 4-4 5-0 5-1 5-2 5-3 5-4 6-0 6-1 6-2 6-3 6-4 7-0 7-1 7-2 7-3 7-4 8-0 8-1 8-2 8-3 8-4 10-10","{}","{}"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","333U7HK6IA0ICEG6GVTIS4NINYHJDX","A3TAFJGK9RSPB","Submitted","Wed Jun 29 03:12:05 PDT 2016","Wed Jun 29 03:13:58 PDT 2016","Fri Jul 29 03:13:58 PDT 2016","","","","113","0% (0/0)","0% (0/0)","0% (0/0)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","100634","1467195239914","1467195186346","{}","{}","unchanged","{}","1467195139280","Submit","0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10","2-5 2-6 4-0 5-1 6-2 7-3 8-4 8-7 9-8 10-9","unchanged","{}"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","33CID57105EQPC29QRZJVAEY0J23L8","A2KG59JUICJLP0","Submitted","Thu Jun 30 05:40:00 PDT 2016","Thu Jun 30 05:45:34 PDT 2016","Sat Jul 30 05:45:34 PDT 2016","","","","334","0% (0/0)","0% (0/0)","0% (0/0)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","314218","1467290716995","1467290463252","{}","4-8","unchanged","{}","1467290402777","Submit","0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10","4-0 5-1 6-2 7-3 8-4 8-7 9-8 10-9","unchanged","{}"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","33L7PJKHCHJ09MGKBHW68IWQ9F4T8A","AJD3JOWNVDZD1","Approved","Thu Jun 23 07:41:17 PDT 2016","Thu Jun 23 07:45:03 PDT 2016","Sat Jul 23 07:45:03 PDT 2016","Tue Jun 28 15:40:26 PDT 2016","","","226","100% (19/19)","100% (19/19)","100% (19/19)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","212388","1466693093049","1466693043343","{}","{}","{}","{}","1466692880661","Submit","0-7 0-8 0-9 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10","0-7 0-8 0-9 1-7 1-8 1-9 2-7 2-8 2-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10","{}","5 6"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","33SA9F9TRYF9A4U5JPNHNCZBPU4EW5","AHSY0VVGL4XQD","Approved","Mon Jun 27 05:39:12 PDT 2016","Mon Jun 27 05:41:40 PDT 2016","Wed Jul 27 05:41:40 PDT 2016","Tue Jun 28 15:40:27 PDT 2016","","","148","100% (18/18)","100% (18/18)","100% (18/18)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","144898","1467031292841","1467031265992","{}","1-5 2-6 2-9","unchanged","{}","1467031147943","Submit","0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10","0-7 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4","unchanged","{}"
"3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I","3O8UG586SA7X9EUU5Y2RW2CIS9C94J","Aligning Words in Paraphrased Sentence Pairs Training","Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.","align sentence paraphrase pairs words training","$0.03","Wed Jun 22 12:37:23 PDT 2016","100","BatchId:2439893;","3600","2592000","Fri Jul 22 12:37:23 PDT 2016","","","3483FV8BEF4JL93JZNFCNHR93C426I","A1O2E8EN6BBO4G","Approved","Fri Jun 24 06:26:32 PDT 2016","Fri Jun 24 06:27:32 PDT 2016","Sun Jul 24 06:27:32 PDT 2016","Tue Jun 28 15:40:27 PDT 2016","","","60","100% (19/19)","100% (19/19)","100% (19/19)","We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:","https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png","Australia is concerned with the issue of carbon dioxide emissions .","The problem of greenhouse gasses has attracted Australia 's attention .","5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7","","","","4-0 5-1 6-2 7-3 7-4 7-3 8-4 9-3 9-4 10-10 0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9","{}","{}","{}","55737","1466774849168","1466774810607","4-0 5-1 6-2 7-3 8-4","4-0 5-1 6-2 7-3 8-4 10-9","unchanged","{}","1466774793431","Submit","0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 7-4 8-3 9-3 9-4 10-10","8-7 9-8","unchanged","{}"
